1924,2.05
1925,2.35
1926,1.1
1927,1.26
1928,1.65
1929,1.34
1930,3.13
1931,1.67
1932,2.14
1933,2.22
1934,3.22
1935,2.06
1936,2.16
1937,3.76
1938,3.66
1939,2.51
1940,1.1
1941,0.53
1942,0.18
1943,2.39
1944,2.37
1945,2.09
1946,1.65
1947,1.76
1948,1.98
1949,2.59
1950,2.7
1951,1.63
1952,1.6
1953,2.36
1954,2.45
1955,0.88
1956,0.14
1957,2.28
1958,1.32
1959,2.44
1960,2.13
1961,3.09
1962,1.11
1963,1.44
1964,2.26
1965,1.23
1966,-0.29
1967,2.61
1968,-0.07
1969,1.5
1970,1.6
1971,0.75
1972,2.74
1973,2.28
1974,2.73
1975,2.53
1976,1.17
1977,1.21
1978,1.13
1979,1.0
1980,2.52
1981,1.01
1982,1.17
1983,2.2
1984,1.95
1985,1.01
1986,2.22
1987,0.51
1988,2.24
1989,3.13
1990,2.53
1991,3.35
1992,2.63
1993,2.35
1994,1.92
1995,2.99
1996,2.23
1997,2.03
1998,1.47
1999,2.41
2000,2.98
2001,2.17
2002,2.53
2003,2.56
2004,2.85
2005,3.57
2006,2.81
2007,3.18
2008,2.98
2009,3.51
2010,2.83
