1924,0.34
1925,0.26
1926,-0.6
1927,-0.51
1928,-0.07
1929,0.23
1930,1.78
1931,0.21
1932,0.19
1933,0.28
1934,1.23
1935,0.23
1936,0.29
1937,1.45
1938,2.31
1939,0.58
1940,0.62
1941,0.27
1942,-0.08
1943,0.32
1944,0.65
1945,0.4
1946,-0.09
1947,0.14
1948,0.04
1949,0.41
1950,1.45
1951,-0.15
1952,-0.07
1953,0.44
1954,0.9
1955,-0.75
1956,-0.85
1957,0.15
1958,-0.57
1959,0.46
1960,0.25
1961,1.58
1962,-0.63
1963,0.18
1964,-0.94
1965,0.22
1966,-2.09
1967,0.34
1968,-0.94
1969,0.5
1970,0.38
1971,-1.16
1972,0.67
1973,0.86
1974,0.66
1975,0.24
1976,-0.36
1977,-0.72
1978,-0.67
1979,-1.09
1981,-0.67
1982,-0.81
1983,0.14
1984,0.69
1985,-0.22
1987,0.5
1989,0.57
1990,1.22
1992,1.21
1993,1.23
1994,0.83
1996,1.08
1997,0.57
1998,0.65
1999,1.48
2000,1.48
2001,0.7
2002,1.53
2003,1.52
2004,1.11
2005,2.03
2006,1.62
2007,1.26
2008,1.67
1980,-0.12
1986,-0.21
1988,-0.25
2009,0.69
2010,-0.02
1991,1.38
1995,1.02
