1924,-0.04
1925,-0.65
1926,-1.77
1927,-1.37
1928,-0.98
1929,-0.63
1930,0.04
1931,-0.4
1932,-0.56
1933,-0.99
1934,0.43
1935,-0.36
1936,-0.31
1937,1.43
1938,1.36
1939,-0.2
1940,-0.85
1941,-1.53
1942,-1.9
1943,0.41
1944,0.65
1945,0.04
1946,-1.31
1947,-0.51
1948,-0.21
1949,-0.37
1950,0.25
1951,-0.52
1952,-0.56
1953,-0.46
1954,0.9
1955,-1.07
1956,-2.09
1957,-0.65
1958,-1.9
1959,0.01
1960,-0.68
1961,1.67
1962,-0.68
1963,-0.55
1964,-1.08
1965,-1.42
1966,-3.21
1967,0.28
1968,-2.69
1969,-1.74
1970,-0.94
1971,-2.05
1972,-0.11
1973,-0.34
1974,-0.18
1975,0.07
1976,-0.94
1977,-1.35
1978,-1.79
1979,-2.36
1980,-1.49
1981,-1.41
1982,-1.82
1983,-0.32
1984,-0.12
1985,-1.34
1986,-1.37
1987,-2.14
1988,-1.0
1989,0.63
1990,0.68
1991,0.55
1992,0.76
1993,0.42
1994,0.17
1995,0.98
1996,0.07
1997,0.11
1998,-0.93
1999,0.41
2000,1.45
2001,0.57
2002,0.57
2003,0.79
2004,1.04
2005,2.15
2006,1.03
2007,1.09
2008,0.53
2009,0.99
2010,-0.36
